,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi,arvi,evi,gci
110,110,Anantapur,Penukonda,Settipalli,14.09,77.69,Redsoil,8.0,0.2,0.19,5.33,68,1432,67,3.04,0.26,0.19,2.54,0.46,4.56,G.Nut,0.07406366741832812,0.039668296812454346,0.21134008778792196,0.21091195479081404
111,111,Anantapur,Penukonda,Settipalli,14.08,77.6,Redsoil,8.43,0.19,0.36,2.04,37,2630,86,2.12,0.16,0.39,1.16,1.15,3.65,G.Nut,0.06821623597867847,0.039113943734069075,0.21446962114826856,0.18715449487092006
112,112,Anantapur,Penukonda,Settipalli,14.08,77.69,Redsoil,8.3,0.16,0.20,1.27,55,2776,158,2.72,0.16,0.30,1.67,0.94,4.11,G.Nut,0.06677919243499911,0.03548506713811453,0.20390631205804444,0.18334151515537989
113,113,Anantapur,Penukonda,Settipalli,14.08,77.69,Redsoil,8.5,0.2,0.08,1.58,56,2548,150,3.81,0.15,0.28,1.38,0.47,8.08,G.Nut,0.06677919243499911,0.03548506713811453,0.20390631205804444,0.18334151515537989
114,114,Anantapur,Penukonda,Settipalli,14.1,77.7,Redsoil,6.55,0.09,0.27,2.46,35,865,86,3.11,0.36,0.24,9.21,0.69,17.83,G.Nut,0.0795181977267257,0.041296459991822264,0.2111753432192935,0.22046253632679957
115,115,Anantapur,Raptadu,G.Koythapally,14.06,77.55,RED,8.65,0.16,0.29,6.62,94,2298,373,6.34,0.18,0.77,7.82,0.5,3.48,jowar,0.058081115648716576,0.03302112109701637,0.2126878886374106,0.16181863101200245
116,116,Anantapur,Raptadu,G.Koythapally,14.06,77.55,RED,8.7,0.24,0.21,17.71,188,1057,283,24.67,0.16,0.95,2.86,0.52,7.98,cotton,0.058081115648716576,0.03302112109701637,0.2126878886374106,0.16181863101200245
117,117,Anantapur,Raptadu,G.Koythapally,14.06,77.54,RED,6.52,0.06,0.22,8.95,102,371,71,3.21,0.42,0.30,5.92,0.5,9.54,G.Nut,0.05678522347348262,0.032008902481626834,0.20745633450670406,0.1583660505692739
118,119,Anantapur,Raptadu,G.Koythapally,14.06,77.55,RED,8.37,0.16,0.42,15.45,178,1586,460,5.37,0.56,0.80,4.56,0.92,9.3,G.Nut,0.058081115648716576,0.03302112109701637,0.2126878886374106,0.16181863101200245
119,122,Anantapur,Raptadu,G.Koythapally,14.55,77.55,RED,8.73,0.36,0.75,25.12,207,2695,503,15.07,0.54,1.68,10.31,1.92,4.59,G.Nut,0.16390182926682698,0.09072114545819006,0.21837657046796088,0.49246617596356956
120,123,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,8.61,0.2,0.52,3.47,125,2057,256,6.12,0.55,0.85,5.29,0.67,10.45,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
121,124,Anantapur,Raptadu,Gandlaparthi,14.54,77.55,BLACK,8.32,0.14,0.14,2.34,116,939,165,4.48,0.19,0.32,8.02,1.05,12.62,SUNFLOWER,0.1722876289064861,0.08487643644084199,0.2366042400505846,0.49446168711263017
122,125,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,5.95,0.05,0.17,11.11,63,268,19,2.80,0.39,0.28,14.84,0.35,9.98,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
123,126,Anantapur,Raptadu,Gandlaparthi,14.54,77.54,BLACK,8.15,0.11,0.46,4.27,140,2469,254,4.65,0.37,1.06,4.17,0.66,6.5,PADDY,0.1864840315760533,0.07872421018575804,0.23517268393717583,0.6366018967588609
124,127,Anantapur,Raptadu,Gandlaparthi,14.54,77.53,BLACK,7.0,0.04,0.19,1.31,90,1404,140,2.71,0.27,0.39,11.95,1.53,21.7,TAMATO,0.17841196190733272,0.06564619639019603,0.2307423328511993,0.6305481366795915
125,129,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,7.43,0.1,0.10,2.59,85,1328,144,4.39,0.26,0.17,5.9,0.62,7.64,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
126,130,Anantapur,Raptadu,Gandlaparthi,14.53,77.53,RED,8.68,0.62,0.32,10.64,29,2709,327,23.50,3.39,0.72,3.18,0.57,7.49,GROUND NUT,0.16063355940180868,0.07433239186731178,0.21668004976397726,0.5805917402381808
127,131,Anantapur,Raptadu,Gandlaparthi,14.54,77.53,BLACK,6.65,0.06,0.44,1.38,140,962,204,3.11,0.21,0.48,8.1,0.24,17.1,PADDY,0.17841196190733272,0.06564619639019603,0.2307423328511993,0.6305481366795915
128,132,Anantapur,Raptadu,Gandlaparthi,14.54,77.54,BLACK,8.21,0.08,0.21,6.15,28,1624,60,2.28,0.42,0.41,3.24,0.74,10.27,GROUND NUT,0.1864840315760533,0.07872421018575804,0.23517268393717583,0.6366018967588609
129,133,Anantapur,Raptadu,Gandlaparthi,14.53,77.53,RED,7.0,0.13,0.57,1.71,131,709,130,6.88,0.61,0.40,7.93,0.25,16.82,GROUND NUT,0.16063355940180868,0.07433239186731178,0.21668004976397726,0.5805917402381808
130,134,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,6.27,0.09,0.31,21.06,126,1046,157,2.84,0.59,0.33,22.67,1.74,22.35,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
131,135,Anantapur,Raptadu,Gandlaparthi,14.54,77.54,BLACK,8.05,0.13,0.33,3.08,130,2723,322,3.33,0.32,0.62,6.56,0.91,8.96,TAMATO,0.1864840315760533,0.07872421018575804,0.23517268393717583,0.6366018967588609
132,136,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,7.43,0.11,0.21,1.95,66,1057,103,8.03,0.32,0.47,3.71,0.45,12.29,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
133,137,Anantapur,Raptadu,Gandlaparthi,14.54,77.54,RED,7.72,0.07,0.36,12.31,96,652,39,4.10,1.03,0.61,3.08,0.4,4.11,GROUND NUT,0.1864840315760533,0.07872421018575804,0.23517268393717583,0.6366018967588609
134,138,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,8.25,0.08,0.38,6.87,129,2928,185,3.34,0.39,0.83,2.54,0.65,4.48,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
135,139,Anantapur,Raptadu,Gandlaparthi,14.54,77.53,RED,6.85,0.07,0.15,2.25,85,726,92,3.64,0.31,0.31,8.11,0.71,16.43,GROUND NUT,0.17841196190733272,0.06564619639019603,0.2307423328511993,0.6305481366795915
136,140,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,8.75,0.16,0.32,5.47,95,2308,156,3.09,0.6,0.61,11.08,0.6,10.71,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
137,141,Anantapur,Raptadu,Gandlaparthi,14.53,77.54,RED,8.8,0.24,0.28,7.05,107,1443,294,10.11,1.63,0.85,4.83,0.66,11.55,GROUND NUT,0.1614185225260388,0.08030513092986355,0.2513410481214482,0.5152436457014307
138,142,Anantapur,Raptadu,Gandlaparthi,14.53,77.53,BLACK,8.35,0.07,0.19,2.49,76,2449,37,1.42,0.17,0.48,2.01,0.52,2.95,TAMATO,0.16063355940180868,0.07433239186731178,0.21668004976397726,0.5805917402381808
139,143,Anantapur,Raptadu,Gandlaparthi,14.53,77.53,RED,8.28,0.07,0.14,1.66,69,1977,83,1.47,0.19,0.50,1.61,0.55,2.95,GROUND NUT,0.16063355940180868,0.07433239186731178,0.21668004976397726,0.5805917402381808
140,236,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,7.25,0.23,0.27,47.2,123,718,222,15.08,1.94,0.53,6.61,0.69,19.54,Tomato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
141,237,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.46,1.99,0.56,53.6,134,1673,410,233.99,1.09,0.79,40.66,1.95,6.06,Tomato,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
142,238,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.2,0.69,0.76,49.6,244,1303,167,32.83,0.05,0.86,0.08,0.1,0.05,Sweetcorn,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
143,239,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.88,0.8,0.62,9.8,197,1160,300,59.88,4.64,0.67,9.39,1.7,22.5,Tomato,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
144,240,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,7.26,0.18,0.48,4.0,45,746,185,7.36,1.73,0.54,7.61,0.69,19.59,Mulberry,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
145,241,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.43,1.46,0.57,39.6,149,1572,478,172.17,1.55,0.75,2.3,0.71,5.36,Potatao,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
146,242,Chittoor,Santipuram,121.Pedduru,12.9,78.34,Black,7.83,0.39,0.22,11.2,68,2513,409,84.12,0.51,0.41,11.02,1.15,13.57,Tomato,0.38599560839854224,0.2577210332573037,0.6421365582199026,1.1507639135630994
147,243,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.32,0.18,0.30,50.0,121,657,212,11.31,1.71,0.56,5.86,0.63,16.75,Tomato,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
148,244,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Red,8.0,1.08,0.40,54.0,89,937,267,160.27,1.54,0.54,7.83,1.18,5.78,Cabage,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
149,245,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,5.92,0.58,0.22,67.4,319,500,152,112.31,0.53,0.38,10.4,0.47,23.0,Tomato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
150,246,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,8.19,0.57,0.65,24.0,93,2254,384,71.99,1.37,0.76,38.4,1.77,5.09,Tomato,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
151,247,Chittoor,Santipuram,121.Pedduru,12.91,78.36,red,8.06,0.15,0.21,5.2,57,2499,150,3.82,0.27,0.28,3.76,0.72,8.33,Groundnut,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
152,248,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,8.14,0.49,0.34,25.0,83,1006,211,76.11,1.38,0.45,2.33,0.48,3.36,Groundnut,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
153,249,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,5.6,0.11,0.37,13.2,103,357,114,7.93,0.76,0.18,38.52,1.17,21.74,Groundnut,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
154,250,Chittoor,Santipuram,121.Pedduru,12.9,78.36,Black,7.53,0.83,0.85,64.4,270,1528,306,206.76,1.98,0.70,16.17,0.88,6.01,Potatao,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
155,251,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,7.93,0.28,0.40,29.4,136,1824,378,7.73,1.0,0.51,7.11,0.98,5.86,Sweetcorn,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
156,252,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,8.19,0.24,0.42,7.2,105,1955,368,8.84,0.99,0.41,10.37,1.13,10.37,Groundnut,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
157,253,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,6.15,0.64,0.31,53.2,168,734,208,74.66,1.42,0.43,9.61,0.73,23.98,Potato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
158,254,Chittoor,Santipuram,121.Pedduru,12.9,78.36,Black,7.34,0.22,0.53,22.2,92,1108,244,10.34,0.96,0.52,14.03,0.84,6.13,Potato,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
159,255,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.7,0.26,0.41,37.2,155,1057,285,27.00,2.11,0.47,3.95,0.94,13.18,Cabage,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
160,256,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.18,0.19,0.98,2.6,65,1100,302,11.51,12.72,0.65,12.45,0.65,23.29,Paddy,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
161,257,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,8.07,0.82,0.50,65.4,120,1512,368,132.66,2.91,0.70,3.91,1.04,13.16,Tomato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
162,258,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Black,7.78,0.21,0.52,32.6,123,1206,335,8.82,1.57,0.71,8.75,0.97,22.26,Groundnut,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
163,259,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.89,0.26,0.43,10.4,171,2185,298,13.92,0.71,0.64,11.8,1.46,19.27,Groundnut,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
164,260,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,7.33,0.56,0.58,87.2,370,1176,391,33.13,3.09,0.86,8.69,1.25,12.83,Groundnut,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
165,261,Chittoor,Santipuram,121.Pedduru,12.92,78.35,Red,6.23,0.06,0.31,2.4,49,804,189,4.53,0.32,0.34,12.44,0.8,18.17,Tomato,0.2176290288196981,0.1327273573084351,0.5067162696064836,0.5356457974020963
166,262,Chittoor,Santipuram,121.Pedduru,12.9,78.36,Red,7.14,1.99,0.86,3.4,57,823,180,698.15,0.82,0.56,11.48,1.09,11.94,Potato,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
167,263,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,7.33,0.18,0.39,8.2,40,1222,296,10.14,0.86,0.58,56.79,2.12,5.22,Groundnut,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
168,264,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.91,0.24,0.55,40.0,102,1692,392,9.13,1.54,0.60,3.85,0.96,6.71,Tomato,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
169,265,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,7.28,1.34,0.65,65.6,303,1654,444,228.74,2.94,0.70,7.4,1.23,17.35,Sweetcorn,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
170,266,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.42,0.29,0.40,110.0,132,837,277,16.53,3.22,0.81,5.87,1.02,17.45,Groundnut,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
171,267,Chittoor,Santipuram,30.Sonneganipalle,12.88,78.44,Red,7.99,0.24,0.81,88.8,260,2524,459,16.76,1.94,0.88,24.42,1.74,17.48,Tomato,0.3262028352356773,0.2115299671497206,0.5639161244276837,0.8651741927116499
172,268,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.44,0.25,0.41,68.2,46,1510,424,17.69,1.38,0.62,5.4,1.47,6.99,Potato,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
173,269,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Black,7.98,0.55,0.62,75.0,94,2123,458,22.77,1.56,0.84,7.92,1.4,3.87,Tomato,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
174,270,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,8.1,0.6,0.63,120.6,254,2673,541,31.46,1.99,1.14,13.17,1.72,5.66,Groundnut,0.3028687960996352,0.18197753700970726,0.4922345481291446,0.8924944101604333
175,271,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.13,0.31,0.73,39.2,151,3157,556,21.95,1.43,1.03,12.31,1.93,11.65,Groundnut,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
176,272,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.02,0.47,0.32,36.0,54,2445,440,29.34,1.13,0.62,2.15,0.79,3.36,Potato,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
177,273,Chittoor,Santipuram,Bellakogilla,12.94,78.36,Red,8.1,0.14,0.50,26.2,124,2539,449,5.81,2.23,1.00,6.59,1.45,5.83,Groundnut,0.29209265174542637,0.18869594322993558,0.681556519675653,0.7548034649566879
178,274,Chittoor,Santipuram,Bellakogilla,12.93,78.37,Red,7.8,0.85,0.48,84.6,77,1465,326,47.01,0.1,0.87,0.12,0.15,0.08,Groundnut,0.16659942354224772,0.09307456680458388,0.49548920296752197,0.4172082584224699
179,275,Chittoor,Santipuram,Bellakogilla,12.94,78.36,Red,6.74,0.11,0.50,26.2,135,1116,356,5.84,1.32,0.85,11.5,1.34,17.7,Groundnut,0.29209265174542637,0.18869594322993558,0.681556519675653,0.7548034649566879
180,276,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Red,8.34,0.17,0.42,43.8,44,1272,291,16.40,1.7,0.95,28.3,1.01,8.64,Banana,0.3028687960996352,0.18197753700970726,0.4922345481291446,0.8924944101604333
181,277,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.0,0.31,0.70,71.8,151,1745,488,20.54,1.77,1.31,3.67,1.29,8.0,Potato,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
182,278,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Black,8.13,0.48,0.60,57.8,176,2614,580,36.13,1.94,1.12,6.54,1.3,5.57,Groundnut,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
183,279,Chittoor,Santipuram,Bellakogilla,12.93,78.37,Red,8.11,0.28,0.57,69.6,182,1505,406,20.50,2.64,1.02,5.44,1.08,6.2,Potato,0.16659942354224772,0.09307456680458388,0.49548920296752197,0.4172082584224699
184,280,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Red,8.18,0.48,0.63,85.4,178,2364,343,57.69,2.12,0.98,9.17,1.54,5.55,Mulbarry,0.3028687960996352,0.18197753700970726,0.4922345481291446,0.8924944101604333
185,281,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,8.33,0.26,0.56,91.8,118,1786,415,24.30,1.6,1.01,17.44,1.29,8.3,Potato,0.3028687960996352,0.18197753700970726,0.4922345481291446,0.8924944101604333
186,282,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,7.9,0.78,0.56,65.2,104,1810,471,79.03,1.95,0.83,5.23,1.46,6.77,Groundnut,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
187,283,Chittoor,Santipuram,Bellakogilla,12.93,78.37,Red,8.06,0.25,0.40,26.4,90,1352,385,20.94,1.25,0.76,3.88,1.11,5.68,Potato,0.16659942354224772,0.09307456680458388,0.49548920296752197,0.4172082584224699
188,284,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,7.85,0.5,0.40,72.0,129,1252,380,40.53,1.27,0.84,4.4,0.93,4.81,Groundnut,0.3028687960996352,0.18197753700970726,0.4922345481291446,0.8924944101604333
189,285,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,7.67,0.2,0.51,62.8,101,1066,305,13.19,2.13,0.52,8.98,1.14,6.01,Tomato,0.3028687960996352,0.18197753700970726,0.4922345481291446,0.8924944101604333
190,286,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,7.71,0.17,0.28,17.6,39,949,262,6.48,1.06,0.64,10.06,1.0,1.53,Groundnut,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
191,287,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,7.41,1.12,0.71,116.2,275,1794,524,65.48,3.03,1.10,7.0,1.4,9.07,Potato,0.32878486642796756,0.21770022476980688,0.692176422927519,0.8711859456489894
192,288,Chittoor,Santipuram,Bendamakuppam,12.91,78.36,Black,8.04,0.39,0.49,74.4,134,1751,406,35.66,4.15,0.93,12.93,2.95,20.61,Sweetcorn,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
193,289,Chittoor,Santipuram,Bendamakuppam,12.91,78.36,Black,7.86,0.22,0.55,35.6,91,2134,368,7.11,1.3,0.82,12.15,1.34,14.65,Groundnut,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
194,290,Chittoor,Santipuram,Bendamakuppam,12.91,78.37,Black,6.48,0.61,0.37,78.4,116,843,367,94.42,1.86,0.49,12.52,0.98,25.57,Groundnut,0.287650743039131,0.19590726662415003,0.4935268941216211,0.7160590476391286
195,291,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Red,5.16,0.04,0.17,7.4,44,334,111,2.59,0.4,0.25,10.51,0.4,15.04,Tomato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
196,292,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Black,7.93,0.32,0.47,60.4,113,1255,272,18.36,2.93,0.65,5.53,1.5,7.94,Potato,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
197,293,Chittoor,Santipuram,Bendamakuppam,12.89,78.37,Red,8.3,0.38,0.76,22.6,437,3116,498,34.15,1.6,1.28,6.69,2.04,19.45,Groundnut,0.1158613718091231,0.060325043613066474,0.4311000180838698,0.2907772234531174
198,294,Chittoor,Santipuram,Bendamakuppam,12.89,78.36,Red,7.85,0.37,0.79,13.6,249,2664,410,13.78,1.39,0.88,9.1,2.07,22.27,Groundnut,0.27009930040492264,0.1737917049279171,0.5286535179472236,0.664260222290201
199,295,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Black,7.83,0.23,0.59,35.8,189,1950,465,11.17,1.25,0.87,8.7,1.44,13.35,Groundnut,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
200,296,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,5.7,0.03,0.11,2.4,56,757,170,3.21,0.3,0.26,6.14,1.12,10.03,Groundnut,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
201,297,Chittoor,Santipuram,Bendamakuppam,12.91,78.36,Black,7.8,0.19,0.25,37.0,57,1586,395,14.52,1.41,0.51,4.9,1.09,4.61,Chillies,0.21339059897912818,0.12463225557146229,0.5161111511966291,0.5497694542440001
202,298,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,5.64,0.04,0.20,2.2,55,332,99,3.44,0.5,0.20,14.08,0.57,12.91,Groundnut,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
203,299,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,7.55,0.29,0.52,37.4,355,1038,294,11.63,1.71,0.75,6.4,1.08,10.25,Groundnut,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
204,300,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Red,8.21,0.25,0.11,20.2,30,1800,314,13.19,0.68,0.33,3.03,0.44,3.93,Chillies,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
205,301,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Black,8.03,0.2,0.34,5.6,57,1883,329,6.12,0.43,0.49,14.64,1.1,7.39,Tomato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
206,302,Chittoor,Santipuram,Bendamakuppam,12.9,78.35,Black,7.77,0.29,0.78,8.4,260,2635,350,11.85,0.52,0.93,10.36,1.14,16.47,Groundnut,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
207,303,Chittoor,Santipuram,Bendamakuppam,12.91,78.37,Red,7.8,0.44,0.56,61.4,219,1501,401,50.16,2.14,1.17,9.51,2.29,20.33,Groundnut,0.287650743039131,0.19590726662415003,0.4935268941216211,0.7160590476391286
208,304,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Red,7.56,0.58,0.48,74.4,258,910,233,25.24,4.35,0.92,10.73,2.03,26.56,Tomato,0.20535332678780555,0.12219662011741059,0.5245141895312904,0.51964787120625
209,305,Chittoor,Santipuram,Bendamakuppam,12.9,78.35,Red,7.85,0.67,0.44,30.8,53,1493,420,71.74,1.44,0.95,2.8,0.84,11.54,Groundnut,0.2901088302207842,0.17827266875915002,0.4683493622372832,0.8060339524471822
210,306,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,8.2,0.24,0.64,10.4,44,2126,243,12.23,0.45,0.33,4.22,0.53,4.28,Jowar,0.3110213401093488,0.2133276779460085,0.5374538913720392,0.759681345619249
211,307,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,6.35,0.07,0.31,12.8,56,658,151,3.13,1.54,0.23,10.28,1.01,14.57,Groundnut,0.4934171295924484,0.3515272223105239,0.8387295993532595,1.5676660905730286
212,308,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Black,6.14,0.51,0.30,44.8,135,1616,398,69.79,1.39,0.44,6.47,1.2,9.18,Groundnut,0.4934171295924484,0.3515272223105239,0.8387295993532595,1.5676660905730286
213,309,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,8.37,0.17,0.27,20.2,57,1354,222,8.22,1.37,0.47,7.96,1.11,7.9,Tomato,0.4934171295924484,0.3515272223105239,0.8387295993532595,1.5676660905730286
214,310,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,6.6,0.03,0.13,2.8,50,1302,211,1.65,0.4,0.20,7.68,0.66,7.58,Groundnut,0.2999070937278221,0.19530019591358833,0.4550969386837803,0.791894714568147
215,311,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,6.52,0.08,0.42,13.6,56,1171,301,3.55,1.65,0.36,8.09,1.45,16.68,Groundnut,0.2999070937278221,0.19530019591358833,0.4550969386837803,0.791894714568147
216,312,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Black,5.69,0.02,0.20,2.2,38,711,175,2.25,0.53,0.25,15.2,0.82,15.24,Groundnut,0.2999070937278221,0.19530019591358833,0.4550969386837803,0.791894714568147
217,313,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,8.02,0.13,0.35,33.6,113,1284,344,8.46,1.17,0.54,3.93,0.97,9.72,Mulbarry,0.4934171295924484,0.3515272223105239,0.8387295993532595,1.5676660905730286
218,314,Chittoor,Santipuram,Chinnaridoddi,12.85,78.37,Red,8.25,0.09,0.30,3.6,46,3226,330,2.66,0.33,0.44,10.39,0.93,3.28,Groundnut,0.2678489172998635,0.17493590903450887,0.33998742941701543,0.6768960280335259
